program	section	n_foci	n_tum_kept	r2	p	shape	amplitude
GO:GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	TLS_VISIUM_USZ::LC3	27	772	0.0116	0.0298	nonmonotonic	0.0042
GO:GOBP_ENDOCYTOSIS	TLS_VISIUM_USZ::LC3	27	772	0.0042	0.361	high-to-low	0.0035
GO:GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0153	0.00785	high-to-low	0.0072
GO:GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0059	0.205	nonmonotonic	0.0126
GO:GOBP_ENDOSOMAL_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0054	0.241	high-to-low	0.0067
GO:GOBP_ENDOTHELIAL_CELL_MIGRATION	TLS_VISIUM_USZ::LC3	27	772	0.0257	0.000167	nonmonotonic	0.0127
GO:GOBP_ENDOTHELIAL_CELL_PROLIFERATION	TLS_VISIUM_USZ::LC3	27	772	0.0014	0.776	flat	0.004
GO:GOBP_ENDOTHELIUM_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0051	0.267	nonmonotonic	0.0063
GO:GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	TLS_VISIUM_USZ::LC3	27	772	0.0036	0.422	high-to-low	0.0046
GO:GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0084	0.0914	nonmonotonic	0.0039
GO:GOBP_EPIDERMAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0076	0.118	high-to-low	0.0063
GO:GOBP_EPIDERMIS_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0645	4.37e-11	nonmonotonic	0.0177
GO:GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	TLS_VISIUM_USZ::LC3	27	772	0.003	0.507	nonmonotonic	0.0036
GO:GOBP_EPITHELIAL_CELL_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0066	0.164	flat	0.008
GO:GOBP_EPITHELIAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.029	4.77e-05	nonmonotonic	0.0086
GO:GOBP_EPITHELIAL_CELL_PROLIFERATION	TLS_VISIUM_USZ::LC3	27	772	0.0005	0.951	flat	0.0015
GO:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	TLS_VISIUM_USZ::LC3	27	772	0.0031	0.493	nonmonotonic	0.0046
GO:GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	TLS_VISIUM_USZ::LC3	27	772	0.0044	0.337	nonmonotonic	0.0041
GO:GOBP_EPITHELIUM_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0507	1.08e-08	nonmonotonic	0.0081
GO:GOBP_ERK1_AND_ERK2_CASCADE	TLS_VISIUM_USZ::LC3	27	772	0.0033	0.472	nonmonotonic	0.0046
GO:GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0561	1.26e-09	nonmonotonic	0.0131
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0186	0.00236	high-to-low	0.0056
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	TLS_VISIUM_USZ::LC3	27	772	0.0223	0.000595	high-to-low	0.0151
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	TLS_VISIUM_USZ::LC3	27	772	0.0043	0.342	high-to-low	0.0052
GO:GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0072	0.136	nonmonotonic	0.0092
GO:GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	TLS_VISIUM_USZ::LC3	27	772	0.0062	0.188	nonmonotonic	0.0051
GO:GOBP_EXOCYTOSIS	TLS_VISIUM_USZ::LC3	27	772	0.0229	0.000474	nonmonotonic	0.0075
GO:GOBP_EXPORT_FROM_CELL	TLS_VISIUM_USZ::LC3	27	772	0.02	0.00141	nonmonotonic	0.0048
GO:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0005	0.936	flat	0.0013
GO:GOBP_FACE_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0115	0.0306	nonmonotonic	0.0184
GO:GOBP_FATTY_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0018	0.706	flat	0.0015
GO:GOBP_FERTILIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0003	0.976	nonmonotonic	0.001
GO:GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.012	0.0258	high-to-low	0.0124
GO:GOBP_FOCAL_ADHESION_ASSEMBLY	TLS_VISIUM_USZ::LC3	27	772	0.0055	0.234	nonmonotonic	0.0223
GO:GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	TLS_VISIUM_USZ::LC3	27	772	0.0217	0.000756	low-to-high	0.0189
GO:GOBP_GAMETE_GENERATION	TLS_VISIUM_USZ::LC3	27	772	0.0176	0.00349	nonmonotonic	0.0044
GO:GOBP_GENERATION_OF_NEURONS	TLS_VISIUM_USZ::LC3	27	772	0.0025	0.595	high-to-low	0.0015
GO:GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	TLS_VISIUM_USZ::LC3	27	772	0.0187	0.00228	nonmonotonic	0.0077
GO:GOBP_GLAND_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0102	0.0493	nonmonotonic	0.0054
GO:GOBP_GLIAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0207	0.00111	nonmonotonic	0.0109
GO:GOBP_GLOMERULUS_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0015	0.756	low-to-high	0.0035
GO:GOBP_GLUCOSE_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0334	8.92e-06	high-to-low	0.0165
GO:GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0081	0.101	nonmonotonic	0.0059
GO:GOBP_GLYCEROLIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0084	0.09	high-to-low	0.0048
GO:GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.01	0.0526	high-to-low	0.0071
GO:GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0046	0.319	high-to-low	0.0041
GO:GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0187	0.00227	high-to-low	0.0087
GO:GOBP_GLYCOSYLATION	TLS_VISIUM_USZ::LC3	27	772	0.0178	0.00323	nonmonotonic	0.0092
GO:GOBP_GOLGI_VESICLE_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0127	0.0203	high-to-low	0.0102
GO:GOBP_GRANULOCYTE_CHEMOTAXIS	TLS_VISIUM_USZ::LC3	27	772	0.049	2.1e-08	nonmonotonic	0.0179
GO:GOBP_GRANULOCYTE_MIGRATION	TLS_VISIUM_USZ::LC3	27	772	0.0247	0.000245	nonmonotonic	0.0113
GO:GOBP_GROWTH	TLS_VISIUM_USZ::LC3	27	772	0.0173	0.00378	nonmonotonic	0.0058
GO:GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0081	0.0995	nonmonotonic	0.0016
GO:GOBP_HEAD_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0122	0.0242	nonmonotonic	0.0034
GO:GOBP_HEART_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0192	0.00192	nonmonotonic	0.0062
GO:GOBP_HEART_MORPHOGENESIS	TLS_VISIUM_USZ::LC3	27	772	0.0061	0.195	nonmonotonic	0.0058
GO:GOBP_HEART_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0041	0.367	high-to-low	0.0044
GO:GOBP_HEMOPOIESIS	TLS_VISIUM_USZ::LC3	27	772	0.002	0.678	nonmonotonic	0.0018
GO:GOBP_HINDBRAIN_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0005	0.937	flat	0.0014
GO:GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	TLS_VISIUM_USZ::LC3	27	772	0.0123	0.0231	flat	0.0057
GO:GOBP_HOMEOSTATIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0177	0.00331	nonmonotonic	0.0034
GO:GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	TLS_VISIUM_USZ::LC3	27	772	0.0133	0.0165	nonmonotonic	0.0076
GO:GOBP_HORMONE_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0074	0.129	nonmonotonic	0.0037
GO:GOBP_HORMONE_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0109	0.038	nonmonotonic	0.0053
GO:GOBP_HUMORAL_IMMUNE_RESPONSE	TLS_VISIUM_USZ::LC3	27	772	0.0135	0.015	high-to-low	0.0076
GO:GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	TLS_VISIUM_USZ::LC3	27	772	0.0038	0.402	high-to-low	0.0125
GO:GOBP_IMMUNE_EFFECTOR_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0013	0.807	low-to-high	0.0016
GO:GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0095	0.0611	nonmonotonic	0.0073
GO:GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0137	0.0143	nonmonotonic	0.0061
GO:GOBP_IMPORT_INTO_CELL	TLS_VISIUM_USZ::LC3	27	772	0.0015	0.764	nonmonotonic	0.0016
GO:GOBP_IMPORT_INTO_NUCLEUS	TLS_VISIUM_USZ::LC3	27	772	0.0052	0.261	nonmonotonic	0.0075
GO:GOBP_INFLAMMATORY_RESPONSE	TLS_VISIUM_USZ::LC3	27	772	0.0299	3.48e-05	nonmonotonic	0.0069
GO:GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0009	0.881	flat	0.0011
GO:GOBP_INORGANIC_ION_HOMEOSTASIS	TLS_VISIUM_USZ::LC3	27	772	0.0161	0.00598	nonmonotonic	0.0045
GO:GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	TLS_VISIUM_USZ::LC3	27	772	0.0009	0.868	high-to-low	0.0019
GO:GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0138	0.0138	high-to-low	0.0179
GO:GOBP_INTERFERON_BETA_PRODUCTION	TLS_VISIUM_USZ::LC3	27	772	0.0049	0.29	nonmonotonic	0.0146
GO:GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0041	0.371	high-to-low	0.0094
GO:GOBP_INTERLEUKIN_6_PRODUCTION	TLS_VISIUM_USZ::LC3	27	772	0.0096	0.0592	nonmonotonic	0.0102
GO:GOBP_INTRACELLULAR_MONOATOMIC_ION_HOMEOSTASIS	TLS_VISIUM_USZ::LC3	27	772	0.0029	0.519	nonmonotonic	0.0018
GO:GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0302	3.03e-05	nonmonotonic	0.0099
GO:GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0105	0.044	nonmonotonic	0.0057
GO:GOBP_INTRACELLULAR_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0195	0.00171	nonmonotonic	0.007
GO:GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0035	0.442	nonmonotonic	0.0059
GO:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0175	0.00357	high-to-low	0.0084
GO:GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0011	0.835	flat	0.0042
GO:GOBP_LEUKOCYTE_CELL_CELL_ADHESION	TLS_VISIUM_USZ::LC3	27	772	0.0047	0.304	nonmonotonic	0.0035
GO:GOBP_LEUKOCYTE_CHEMOTAXIS	TLS_VISIUM_USZ::LC3	27	772	0.0119	0.027	flat	0.0056
GO:GOBP_LEUKOCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0159	0.00644	nonmonotonic	0.0056
GO:GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::LC3	27	772	0.0064	0.176	nonmonotonic	0.0046
GO:GOBP_LEUKOCYTE_MIGRATION	TLS_VISIUM_USZ::LC3	27	772	0.0146	0.0103	nonmonotonic	0.0061
GO:GOBP_LEUKOCYTE_PROLIFERATION	TLS_VISIUM_USZ::LC3	27	772	0.009	0.0743	nonmonotonic	0.0047
GO:GOBP_LIPID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0241	0.000307	nonmonotonic	0.0061
GO:GOBP_LIPID_CATABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0065	0.174	high-to-low	0.0039
GO:GOBP_LIPID_LOCALIZATION	TLS_VISIUM_USZ::LC3	27	772	0.002	0.681	high-to-low	0.0021
GO:GOBP_LIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0136	0.0145	high-to-low	0.0033
GO:GOBP_LIPID_MODIFICATION	TLS_VISIUM_USZ::LC3	27	772	0.0102	0.048	high-to-low	0.0072
GO:GOBP_LOCALIZATION_WITHIN_MEMBRANE	TLS_VISIUM_USZ::LC3	27	772	0.0229	0.000483	high-to-low	0.0088
GO:GOBP_LOCOMOTION	TLS_VISIUM_USZ::LC3	27	772	0.0113	0.0334	nonmonotonic	0.0041
GO:GOBP_LYMPHOCYTE_ACTIVATION	TLS_VISIUM_USZ::LC3	27	772	0.0044	0.335	nonmonotonic	0.0026
GO:GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	TLS_VISIUM_USZ::LC3	27	772	0.0024	0.604	nonmonotonic	0.0036
GO:GOBP_LYMPHOCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0015	0.766	low-to-high	0.0024
GO:GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::LC3	27	772	0.0039	0.396	high-to-low	0.0053
GO:GOBP_MACROAUTOPHAGY	TLS_VISIUM_USZ::LC3	27	772	0.0488	2.28e-08	high-to-low	0.023
GO:GOBP_MACROMOLECULE_CATABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0191	0.00199	high-to-low	0.0058
GO:GOBP_MAINTENANCE_OF_CELL_NUMBER	TLS_VISIUM_USZ::LC3	27	772	0.0055	0.239	high-to-low	0.0066
GO:GOBP_MAINTENANCE_OF_LOCATION	TLS_VISIUM_USZ::LC3	27	772	0.0009	0.879	nonmonotonic	0.0032
GO:GOBP_MALE_GAMETE_GENERATION	TLS_VISIUM_USZ::LC3	27	772	0.002	0.666	high-to-low	0.0018
GO:GOBP_MALE_SEX_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0078	0.112	nonmonotonic	0.005
GO:GOBP_MAPK_CASCADE	TLS_VISIUM_USZ::LC3	27	772	0.0143	0.0112	nonmonotonic	0.0055
GO:GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0019	0.686	nonmonotonic	0.0035
GO:GOBP_MEIOTIC_CELL_CYCLE	TLS_VISIUM_USZ::LC3	27	772	0.0019	0.688	nonmonotonic	0.0031
GO:GOBP_MEIOTIC_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0028	0.548	nonmonotonic	0.0034
GO:GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY	TLS_VISIUM_USZ::LC3	27	772	0.0026	0.569	nonmonotonic	0.0028
GO:GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0119	0.0266	high-to-low	0.0075
GO:GOBP_MEMBRANE_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.006	0.2	high-to-low	0.0038
GO:GOBP_MESENCHYMAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0021	0.663	nonmonotonic	0.0039
GO:GOBP_MESENCHYME_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0046	0.312	nonmonotonic	0.0043
GO:GOBP_METAL_ION_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0066	0.168	nonmonotonic	0.0028
GO:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT	TLS_VISIUM_USZ::LC3	27	772	0.0031	0.491	nonmonotonic	0.0057
GO:GOBP_MICROTUBULE_BASED_MOVEMENT	TLS_VISIUM_USZ::LC3	27	772	0.0077	0.114	nonmonotonic	0.004
GO:GOBP_MICROTUBULE_BASED_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.024	0.000323	nonmonotonic	0.0056
GO:GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.024	0.000316	high-to-low	0.0058
GO:GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	TLS_VISIUM_USZ::LC3	27	772	0.0057	0.225	nonmonotonic	0.0053
GO:GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN	TLS_VISIUM_USZ::LC3	27	772	0.0011	0.844	nonmonotonic	0.0074
GO:GOBP_MITOCHONDRIAL_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0026	0.569	flat	0.004
GO:GOBP_MITOCHONDRION_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0042	0.352	flat	0.0027
GO:GOBP_MITOTIC_CELL_CYCLE	TLS_VISIUM_USZ::LC3	27	772	0.0012	0.824	high-to-low	0.0015
GO:GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	TLS_VISIUM_USZ::LC3	27	772	0.0057	0.221	low-to-high	0.0087
GO:GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	TLS_VISIUM_USZ::LC3	27	772	0.0038	0.4	nonmonotonic	0.0029
GO:GOBP_MITOTIC_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0032	0.486	nonmonotonic	0.0027
GO:GOBP_MITOTIC_NUCLEAR_DIVISION	TLS_VISIUM_USZ::LC3	27	772	0.0085	0.088	low-to-high	0.0076
GO:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	TLS_VISIUM_USZ::LC3	27	772	0.0154	0.00754	nonmonotonic	0.011
GO:GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION	TLS_VISIUM_USZ::LC3	27	772	0.0101	0.0506	low-to-high	0.0128
GO:GOBP_MITOTIC_SPINDLE_ASSEMBLY	TLS_VISIUM_USZ::LC3	27	772	0.0068	0.155	low-to-high	0.0134
GO:GOBP_MITOTIC_SPINDLE_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.003	0.508	flat	0.0058
GO:GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0137	0.0143	nonmonotonic	0.0066
GO:GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.011	0.0373	nonmonotonic	0.0054
GO:GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0142	0.0119	nonmonotonic	0.0044
GO:GOBP_MONOATOMIC_CATION_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0221	0.00066	nonmonotonic	0.0045
GO:GOBP_MONOATOMIC_ION_HOMEOSTASIS	TLS_VISIUM_USZ::LC3	27	772	0.0063	0.185	nonmonotonic	0.0025
GO:GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0238	0.000347	high-to-low	0.005
GO:GOBP_MONOATOMIC_ION_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0044	0.334	nonmonotonic	0.001
GO:GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0021	0.65	flat	0.0034
GO:GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.003	0.507	nonmonotonic	0.0022
GO:GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0122	0.0237	low-to-high	0.006
GO:GOBP_MONONUCLEAR_CELL_MIGRATION	TLS_VISIUM_USZ::LC3	27	772	0.0014	0.788	nonmonotonic	0.0022
GO:GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0026	0.565	high-to-low	0.003
GO:GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	TLS_VISIUM_USZ::LC3	27	772	0.003	0.508	nonmonotonic	0.0038
GO:GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	TLS_VISIUM_USZ::LC3	27	772	0.0341	6.83e-06	nonmonotonic	0.0149
GO:GOBP_MRNA_CATABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0023	0.628	nonmonotonic	0.0039
GO:GOBP_MRNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0024	0.607	nonmonotonic	0.0022
GO:GOBP_MRNA_PROCESSING	TLS_VISIUM_USZ::LC3	27	772	0.0087	0.0802	high-to-low	0.0078
GO:GOBP_MRNA_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0024	0.602	nonmonotonic	0.0063
GO:GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	TLS_VISIUM_USZ::LC3	27	772	0.0207	0.00108	nonmonotonic	0.0055
GO:GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0211	0.000928	nonmonotonic	0.0047
GO:GOBP_MUSCLE_CELL_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0001	0.994	nonmonotonic	0.0005
GO:GOBP_MUSCLE_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0029	0.532	flat	0.0024
GO:GOBP_MUSCLE_CELL_PROLIFERATION	TLS_VISIUM_USZ::LC3	27	772	0.0035	0.438	nonmonotonic	0.0045
GO:GOBP_MUSCLE_CONTRACTION	TLS_VISIUM_USZ::LC3	27	772	0.006	0.2	high-to-low	0.0038
GO:GOBP_MUSCLE_ORGAN_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0109	0.0376	high-to-low	0.0052
GO:GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0081	0.101	high-to-low	0.0038
GO:GOBP_MUSCLE_SYSTEM_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0115	0.0303	nonmonotonic	0.0042
GO:GOBP_MUSCLE_TISSUE_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0214	0.000858	nonmonotonic	0.0065
GO:GOBP_MYELOID_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0083	0.0921	low-to-high	0.0056
GO:GOBP_MYELOID_CELL_HOMEOSTASIS	TLS_VISIUM_USZ::LC3	27	772	0.0109	0.0387	nonmonotonic	0.0087
GO:GOBP_MYELOID_LEUKOCYTE_ACTIVATION	TLS_VISIUM_USZ::LC3	27	772	0.0029	0.524	nonmonotonic	0.003
GO:GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0086	0.0858	low-to-high	0.0067
GO:GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0064	0.179	nonmonotonic	0.008
GO:GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0047	0.305	nonmonotonic	0.0047
GO:GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0025	0.592	high-to-low	0.0023
GO:GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	TLS_VISIUM_USZ::LC3	27	772	0.0027	0.554	nonmonotonic	0.0042
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	TLS_VISIUM_USZ::LC3	27	772	0.0013	0.81	nonmonotonic	0.0024
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION	TLS_VISIUM_USZ::LC3	27	772	0.0193	0.0018	nonmonotonic	0.0089
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE	TLS_VISIUM_USZ::LC3	27	772	0.0035	0.445	nonmonotonic	0.0041
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0169	0.00437	nonmonotonic	0.008
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.005	0.28	nonmonotonic	0.0049
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0029	0.529	nonmonotonic	0.002
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	TLS_VISIUM_USZ::LC3	27	772	0.0079	0.106	flat	0.0054
GO:GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	TLS_VISIUM_USZ::LC3	27	772	0.0009	0.879	nonmonotonic	0.0018
GO:GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0064	0.176	nonmonotonic	0.0074
GO:GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	TLS_VISIUM_USZ::LC3	27	772	0.0091	0.071	flat	0.0075
GO:GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0028	0.539	nonmonotonic	0.0018
