program	section	n_foci	n_tum_kept	r2	p	shape	amplitude
GO:GOBP_REGULATION_OF_RNA_SPLICING	TLS_VISIUM_USZ::KC2	4	481	0.0401	0.00021	low-to-high	0.0124
GO:GOBP_REGULATION_OF_SECRETION	TLS_VISIUM_USZ::KC2	4	481	0.0705	1.28e-07	low-to-high	0.0023
GO:GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	TLS_VISIUM_USZ::KC2	4	481	0.0136	0.0887	high-to-low	0.0055
GO:GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::KC2	4	481	0.0241	0.0086	nonmonotonic	0.004
GO:GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.1294	2.79e-14	low-to-high	0.0096
GO:GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	TLS_VISIUM_USZ::KC2	4	481	0.0083	0.265	nonmonotonic	0.0039
GO:GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	TLS_VISIUM_USZ::KC2	4	481	0.0119	0.125	nonmonotonic	0.0039
GO:GOBP_REGULATION_OF_SYSTEM_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0599	1.77e-06	low-to-high	0.0036
GO:GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	TLS_VISIUM_USZ::KC2	4	481	0.0325	0.00126	flat	0.0108
GO:GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	TLS_VISIUM_USZ::KC2	4	481	0.0175	0.0381	flat	0.0092
GO:GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	TLS_VISIUM_USZ::KC2	4	481	0.0397	0.000234	nonmonotonic	0.0199
GO:GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY	TLS_VISIUM_USZ::KC2	4	481	0.0356	0.000607	nonmonotonic	0.0031
GO:GOBP_REGULATION_OF_TRANSLATION	TLS_VISIUM_USZ::KC2	4	481	0.0654	4.53e-07	nonmonotonic	0.0109
GO:GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION	TLS_VISIUM_USZ::KC2	4	481	0.0207	0.0187	nonmonotonic	0.015
GO:GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC2	4	481	0.0374	0.000401	nonmonotonic	0.0047
GO:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::KC2	4	481	0.0684	2.14e-07	low-to-high	0.0075
GO:GOBP_REGULATION_OF_TRANSPORT	TLS_VISIUM_USZ::KC2	4	481	0.0596	1.88e-06	nonmonotonic	0.0017
GO:GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	TLS_VISIUM_USZ::KC2	4	481	0.0065	0.371	high-to-low	0.0013
GO:GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC2	4	481	0.0008	0.946	nonmonotonic	0.0039
GO:GOBP_REGULATION_OF_T_CELL_ACTIVATION	TLS_VISIUM_USZ::KC2	4	481	0.0124	0.113	low-to-high	0.0051
GO:GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	TLS_VISIUM_USZ::KC2	4	481	0.014	0.0818	nonmonotonic	0.008
GO:GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::KC2	4	481	0.0055	0.449	low-to-high	0.0054
GO:GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0538	7.85e-06	nonmonotonic	0.0072
GO:GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0761	3.11e-08	low-to-high	0.0099
GO:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	TLS_VISIUM_USZ::KC2	4	481	0.1357	5.04e-15	low-to-high	0.0074
GO:GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	TLS_VISIUM_USZ::KC2	4	481	0.0036	0.631	nonmonotonic	0.0045
GO:GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	TLS_VISIUM_USZ::KC2	4	481	0.0123	0.117	nonmonotonic	0.0083
GO:GOBP_REGULATION_OF_VIRAL_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0208	0.0182	nonmonotonic	0.0072
GO:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC2	4	481	0.006	0.415	high-to-low	0.0037
GO:GOBP_REGULATORY_T_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC2	4	481	0.0072	0.33	nonmonotonic	0.0088
GO:GOBP_RENAL_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0173	0.0393	high-to-low	0.0032
GO:GOBP_RENAL_SYSTEM_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.005	0.499	nonmonotonic	0.0014
GO:GOBP_REPRODUCTIVE_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0375	0.000387	nonmonotonic	0.0012
GO:GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0101	0.183	high-to-low	0.0036
GO:GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0087	0.243	nonmonotonic	0.0047
GO:GOBP_RESPONSE_TO_ABIOTIC_STIMULUS	TLS_VISIUM_USZ::KC2	4	481	0.0205	0.0197	nonmonotonic	0.0021
GO:GOBP_RESPONSE_TO_BACTERIUM	TLS_VISIUM_USZ::KC2	4	481	0.0173	0.04	nonmonotonic	0.0018
GO:GOBP_RESPONSE_TO_BMP	TLS_VISIUM_USZ::KC2	4	481	0.0052	0.475	nonmonotonic	0.0034
GO:GOBP_RESPONSE_TO_CADMIUM_ION	TLS_VISIUM_USZ::KC2	4	481	0.0092	0.221	nonmonotonic	0.0035
GO:GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	TLS_VISIUM_USZ::KC2	4	481	0.0601	1.66e-06	nonmonotonic	0.0043
GO:GOBP_RESPONSE_TO_GROWTH_FACTOR	TLS_VISIUM_USZ::KC2	4	481	0.0172	0.0403	nonmonotonic	0.002
GO:GOBP_RESPONSE_TO_HORMONE	TLS_VISIUM_USZ::KC2	4	481	0.1234	1.42e-13	low-to-high	0.0041
GO:GOBP_RESPONSE_TO_KETONE	TLS_VISIUM_USZ::KC2	4	481	0.0055	0.451	nonmonotonic	0.0032
GO:GOBP_RESPONSE_TO_LIPID	TLS_VISIUM_USZ::KC2	4	481	0.0361	0.000543	flat	0.0017
GO:GOBP_RESPONSE_TO_MECHANICAL_STIMULUS	TLS_VISIUM_USZ::KC2	4	481	0.0178	0.0357	nonmonotonic	0.0056
GO:GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	TLS_VISIUM_USZ::KC2	4	481	0.0078	0.288	high-to-low	0.0029
GO:GOBP_RESPONSE_TO_NITROGEN_COMPOUND	TLS_VISIUM_USZ::KC2	4	481	0.0131	0.099	nonmonotonic	0.0022
GO:GOBP_RESPONSE_TO_NUTRIENT_LEVELS	TLS_VISIUM_USZ::KC2	4	481	0.0222	0.0134	flat	0.0023
GO:GOBP_RESPONSE_TO_OXIDATIVE_STRESS	TLS_VISIUM_USZ::KC2	4	481	0.0579	2.88e-06	nonmonotonic	0.0036
GO:GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	TLS_VISIUM_USZ::KC2	4	481	0.2093	3.81e-24	nonmonotonic	0.0031
GO:GOBP_RESPONSE_TO_OXYGEN_LEVELS	TLS_VISIUM_USZ::KC2	4	481	0.1163	9.44e-13	nonmonotonic	0.0068
GO:GOBP_RESPONSE_TO_PEPTIDE	TLS_VISIUM_USZ::KC2	4	481	0.0038	0.615	nonmonotonic	0.0013
GO:GOBP_RESPONSE_TO_PEPTIDE_HORMONE	TLS_VISIUM_USZ::KC2	4	481	0.0824	6.41e-09	nonmonotonic	0.0048
GO:GOBP_RESPONSE_TO_RADIATION	TLS_VISIUM_USZ::KC2	4	481	0.0032	0.674	nonmonotonic	0.0024
GO:GOBP_RESPONSE_TO_STARVATION	TLS_VISIUM_USZ::KC2	4	481	0.0049	0.502	nonmonotonic	0.0028
GO:GOBP_RESPONSE_TO_STEROID_HORMONE	TLS_VISIUM_USZ::KC2	4	481	0.0899	9.42e-10	nonmonotonic	0.0074
GO:GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	TLS_VISIUM_USZ::KC2	4	481	0.0214	0.0161	high-to-low	0.0075
GO:GOBP_RESPONSE_TO_TOXIC_SUBSTANCE	TLS_VISIUM_USZ::KC2	4	481	0.0339	0.000899	low-to-high	0.005
GO:GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	TLS_VISIUM_USZ::KC2	4	481	0.0091	0.226	nonmonotonic	0.0017
GO:GOBP_RESPONSE_TO_TYPE_II_INTERFERON	TLS_VISIUM_USZ::KC2	4	481	0.0098	0.194	nonmonotonic	0.0051
GO:GOBP_RESPONSE_TO_TYPE_I_INTERFERON	TLS_VISIUM_USZ::KC2	4	481	0.0022	0.785	nonmonotonic	0.0034
GO:GOBP_RESPONSE_TO_VIRUS	TLS_VISIUM_USZ::KC2	4	481	0.0227	0.0119	nonmonotonic	0.0061
GO:GOBP_RESPONSE_TO_WOUNDING	TLS_VISIUM_USZ::KC2	4	481	0.0301	0.00222	low-to-high	0.0029
GO:GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	TLS_VISIUM_USZ::KC2	4	481	0.0675	2.66e-07	nonmonotonic	0.0036
GO:GOBP_RHYTHMIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0278	0.00376	nonmonotonic	0.0036
GO:GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	TLS_VISIUM_USZ::KC2	4	481	0.0279	0.00362	flat	0.003
GO:GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0466	4.42e-05	low-to-high	0.0096
GO:GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.088	1.53e-09	low-to-high	0.0099
GO:GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	TLS_VISIUM_USZ::KC2	4	481	0.0029	0.707	high-to-low	0.0038
GO:GOBP_RIBOSOME_BIOGENESIS	TLS_VISIUM_USZ::KC2	4	481	0.0135	0.091	nonmonotonic	0.0084
GO:GOBP_RNA_EXPORT_FROM_NUCLEUS	TLS_VISIUM_USZ::KC2	4	481	0.0063	0.386	nonmonotonic	0.0028
GO:GOBP_RNA_LOCALIZATION	TLS_VISIUM_USZ::KC2	4	481	0.0221	0.0138	nonmonotonic	0.0093
GO:GOBP_RNA_MODIFICATION	TLS_VISIUM_USZ::KC2	4	481	0.0307	0.0019	nonmonotonic	0.005
GO:GOBP_RNA_PROCESSING	TLS_VISIUM_USZ::KC2	4	481	0.0334	0.00101	high-to-low	0.0033
GO:GOBP_RNA_SPLICING	TLS_VISIUM_USZ::KC2	4	481	0.0345	0.000799	low-to-high	0.0054
GO:GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	TLS_VISIUM_USZ::KC2	4	481	0.0031	0.689	nonmonotonic	0.002
GO:GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0137	0.0862	nonmonotonic	0.0169
GO:GOBP_RRNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0228	0.0118	nonmonotonic	0.0079
GO:GOBP_RRNA_PROCESSING	TLS_VISIUM_USZ::KC2	4	481	0.0077	0.298	nonmonotonic	0.0062
GO:GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0124	0.115	nonmonotonic	0.0073
GO:GOBP_SECRETION	TLS_VISIUM_USZ::KC2	4	481	0.0595	1.93e-06	nonmonotonic	0.0023
GO:GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0203	0.0206	high-to-low	0.0085
GO:GOBP_SENSORY_ORGAN_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0113	0.143	nonmonotonic	0.0036
GO:GOBP_SENSORY_ORGAN_MORPHOGENESIS	TLS_VISIUM_USZ::KC2	4	481	0.0077	0.299	nonmonotonic	0.0022
GO:GOBP_SENSORY_PERCEPTION	TLS_VISIUM_USZ::KC2	4	481	0.0163	0.0494	high-to-low	0.0014
GO:GOBP_SENSORY_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0164	0.0479	nonmonotonic	0.0016
GO:GOBP_SEQUESTERING_OF_CALCIUM_ION	TLS_VISIUM_USZ::KC2	4	481	0.005	0.498	nonmonotonic	0.0043
GO:GOBP_SEXUAL_REPRODUCTION	TLS_VISIUM_USZ::KC2	4	481	0.0104	0.171	nonmonotonic	0.0021
GO:GOBP_SIGNAL_RELEASE	TLS_VISIUM_USZ::KC2	4	481	0.0226	0.0123	high-to-low	0.0022
GO:GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	TLS_VISIUM_USZ::KC2	4	481	0.0249	0.00719	nonmonotonic	0.0075
GO:GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	TLS_VISIUM_USZ::KC2	4	481	0.0058	0.429	nonmonotonic	0.0062
GO:GOBP_SISTER_CHROMATID_SEGREGATION	TLS_VISIUM_USZ::KC2	4	481	0.0163	0.0491	nonmonotonic	0.0097
GO:GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC2	4	481	0.0433	9.77e-05	low-to-high	0.0153
GO:GOBP_SKELETAL_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0125	0.111	nonmonotonic	0.002
GO:GOBP_SKIN_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0136	0.0877	nonmonotonic	0.0038
GO:GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::KC2	4	481	0.0102	0.18	nonmonotonic	0.0027
GO:GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0549	5.98e-06	low-to-high	0.0049
GO:GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0121	0.122	low-to-high	0.0029
GO:GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.2061	9.79e-24	nonmonotonic	0.0038
GO:GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION	TLS_VISIUM_USZ::KC2	4	481	0.0005	0.972	low-to-high	0.0008
GO:GOBP_SPINDLE_ASSEMBLY	TLS_VISIUM_USZ::KC2	4	481	0.0133	0.094	nonmonotonic	0.0107
GO:GOBP_SPINDLE_ORGANIZATION	TLS_VISIUM_USZ::KC2	4	481	0.0025	0.757	high-to-low	0.0035
GO:GOBP_SPROUTING_ANGIOGENESIS	TLS_VISIUM_USZ::KC2	4	481	0.0128	0.105	low-to-high	0.0039
GO:GOBP_STEM_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC2	4	481	0.0043	0.557	nonmonotonic	0.0022
GO:GOBP_STEM_CELL_PROLIFERATION	TLS_VISIUM_USZ::KC2	4	481	0.0096	0.202	nonmonotonic	0.0064
GO:GOBP_STEROID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0088	0.237	nonmonotonic	0.0029
GO:GOBP_STEROID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0468	4.28e-05	low-to-high	0.0038
GO:GOBP_STEROL_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0108	0.158	nonmonotonic	0.0068
GO:GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0033	0.663	nonmonotonic	0.0032
GO:GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION	TLS_VISIUM_USZ::KC2	4	481	0.0964	1.76e-10	nonmonotonic	0.0039
GO:GOBP_SYNAPSE_ASSEMBLY	TLS_VISIUM_USZ::KC2	4	481	0.0151	0.0642	high-to-low	0.0046
GO:GOBP_SYNAPSE_ORGANIZATION	TLS_VISIUM_USZ::KC2	4	481	0.0041	0.578	nonmonotonic	0.0011
GO:GOBP_SYNAPTIC_SIGNALING	TLS_VISIUM_USZ::KC2	4	481	0.0222	0.0132	high-to-low	0.0023
GO:GOBP_TAXIS	TLS_VISIUM_USZ::KC2	4	481	0.0224	0.0129	nonmonotonic	0.0015
GO:GOBP_TELOMERASE_RNA_LOCALIZATION	TLS_VISIUM_USZ::KC2	4	481	0.0156	0.0577	high-to-low	0.018
GO:GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	TLS_VISIUM_USZ::KC2	4	481	0.0351	0.000687	nonmonotonic	0.0121
GO:GOBP_TELOMERE_ORGANIZATION	TLS_VISIUM_USZ::KC2	4	481	0.0168	0.0438	high-to-low	0.0105
GO:GOBP_TIGHT_JUNCTION_ASSEMBLY	TLS_VISIUM_USZ::KC2	4	481	0.006	0.41	nonmonotonic	0.0058
GO:GOBP_TIGHT_JUNCTION_ORGANIZATION	TLS_VISIUM_USZ::KC2	4	481	0.0053	0.469	high-to-low	0.0037
GO:GOBP_TISSUE_HOMEOSTASIS	TLS_VISIUM_USZ::KC2	4	481	0.0105	0.17	nonmonotonic	0.004
GO:GOBP_TISSUE_MORPHOGENESIS	TLS_VISIUM_USZ::KC2	4	481	0.0204	0.0201	low-to-high	0.0025
GO:GOBP_TISSUE_REMODELING	TLS_VISIUM_USZ::KC2	4	481	0.0048	0.51	high-to-low	0.0041
GO:GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC2	4	481	0.0053	0.469	nonmonotonic	0.0028
GO:GOBP_TRANSLATION	TLS_VISIUM_USZ::KC2	4	481	0.1109	3.92e-12	nonmonotonic	0.0124
GO:GOBP_TRANSLATIONAL_INITIATION	TLS_VISIUM_USZ::KC2	4	481	0.0144	0.0737	nonmonotonic	0.0084
GO:GOBP_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::KC2	4	481	0.0105	0.169	nonmonotonic	0.002
GO:GOBP_TRNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0125	0.111	nonmonotonic	0.0047
GO:GOBP_TUBE_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0067	0.362	nonmonotonic	0.0022
GO:GOBP_TUBE_MORPHOGENESIS	TLS_VISIUM_USZ::KC2	4	481	0.0344	0.000811	nonmonotonic	0.0034
GO:GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC2	4	481	0.0632	7.77e-07	low-to-high	0.0192
GO:GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	TLS_VISIUM_USZ::KC2	4	481	0.006	0.412	nonmonotonic	0.0053
GO:GOBP_TYPE_II_INTERFERON_PRODUCTION	TLS_VISIUM_USZ::KC2	4	481	0.0067	0.361	nonmonotonic	0.0045
GO:GOBP_TYPE_I_INTERFERON_PRODUCTION	TLS_VISIUM_USZ::KC2	4	481	0.0042	0.571	nonmonotonic	0.0075
GO:GOBP_T_CELL_ACTIVATION	TLS_VISIUM_USZ::KC2	4	481	0.0233	0.0104	nonmonotonic	0.002
GO:GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC2	4	481	0.0021	0.806	nonmonotonic	0.0021
GO:GOBP_T_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC2	4	481	0.0028	0.72	nonmonotonic	0.0032
GO:GOBP_T_CELL_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::KC2	4	481	0.0287	0.00305	low-to-high	0.0057
GO:GOBP_T_CELL_PROLIFERATION	TLS_VISIUM_USZ::KC2	4	481	0.0049	0.499	nonmonotonic	0.0051
GO:GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC2	4	481	0.018	0.0343	nonmonotonic	0.0057
GO:GOBP_VACUOLE_ORGANIZATION	TLS_VISIUM_USZ::KC2	4	481	0.039	0.000273	nonmonotonic	0.0074
GO:GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	TLS_VISIUM_USZ::KC2	4	481	0.0128	0.104	high-to-low	0.0105
GO:GOBP_VASCULATURE_DEVELOPMENT	TLS_VISIUM_USZ::KC2	4	481	0.0029	0.708	low-to-high	0.0012
GO:GOBP_VASCULOGENESIS	TLS_VISIUM_USZ::KC2	4	481	0.0186	0.03	low-to-high	0.006
GO:GOBP_VESICLE_MEDIATED_TRANSPORT	TLS_VISIUM_USZ::KC2	4	481	0.1102	4.72e-12	low-to-high	0.0049
GO:GOBP_VESICLE_ORGANIZATION	TLS_VISIUM_USZ::KC2	4	481	0.0386	0.000299	nonmonotonic	0.0046
GO:GOBP_VIRAL_GENOME_REPLICATION	TLS_VISIUM_USZ::KC2	4	481	0.0042	0.57	nonmonotonic	0.0062
GO:GOBP_VIRAL_LIFE_CYCLE	TLS_VISIUM_USZ::KC2	4	481	0.0238	0.00932	nonmonotonic	0.0086
GO:GOBP_VIRAL_PROCESS	TLS_VISIUM_USZ::KC2	4	481	0.0638	6.71e-07	low-to-high	0.0073
GO:GOBP_WNT_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC2	4	481	0.0033	0.67	nonmonotonic	0.0024
GO:GOBP_WOUND_HEALING	TLS_VISIUM_USZ::KC2	4	481	0.0596	1.91e-06	nonmonotonic	0.0054
GO:GOBP_ACTIN_FILAMENT_BASED_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0203	0.158	high-to-low	0.0051
GO:GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0107	0.435	nonmonotonic	0.0065
GO:GOBP_ACTIN_FILAMENT_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0157	0.262	high-to-low	0.0051
GO:GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	TLS_VISIUM_USZ::LC4	14	257	0.0215	0.139	low-to-high	0.005
GO:GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	TLS_VISIUM_USZ::LC4	14	257	0.0095	0.489	nonmonotonic	0.0037
GO:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0138	0.319	nonmonotonic	0.0065
GO:GOBP_ADAPTIVE_IMMUNE_RESPONSE	TLS_VISIUM_USZ::LC4	14	257	0.025	0.0929	low-to-high	0.0051
GO:GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	TLS_VISIUM_USZ::LC4	14	257	0.0107	0.435	low-to-high	0.0035
GO:GOBP_AEROBIC_RESPIRATION	TLS_VISIUM_USZ::LC4	14	257	0.0509	0.00414	nonmonotonic	0.0262
GO:GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0557	0.00226	nonmonotonic	0.0113
GO:GOBP_ALCOHOL_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0473	0.00648	nonmonotonic	0.0089
GO:GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0068	0.632	nonmonotonic	0.0031
GO:GOBP_ALPHA_BETA_T_CELL_ACTIVATION	TLS_VISIUM_USZ::LC4	14	257	0.0055	0.703	nonmonotonic	0.0045
GO:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	TLS_VISIUM_USZ::LC4	14	257	0.0999	6.91e-06	nonmonotonic	0.018
GO:GOBP_AMIDE_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0445	0.00914	nonmonotonic	0.0071
GO:GOBP_AMINO_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0234	0.112	nonmonotonic	0.0062
GO:GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0134	0.332	flat	0.0023
GO:GOBP_ANATOMICAL_STRUCTURE_MATURATION	TLS_VISIUM_USZ::LC4	14	257	0.0085	0.54	flat	0.0021
GO:GOBP_ANIMAL_ORGAN_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0113	0.411	nonmonotonic	0.0026
GO:GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	TLS_VISIUM_USZ::LC4	14	257	0.0128	0.354	nonmonotonic	0.0044
GO:GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE	TLS_VISIUM_USZ::LC4	14	257	0.0189	0.183	nonmonotonic	0.0159
GO:GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	TLS_VISIUM_USZ::LC4	14	257	0.0023	0.902	low-to-high	0.0043
GO:GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	TLS_VISIUM_USZ::LC4	14	257	0.0056	0.701	high-to-low	0.0173
GO:GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN	TLS_VISIUM_USZ::LC4	14	257	0.004	0.799	nonmonotonic	0.0139
GO:GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	TLS_VISIUM_USZ::LC4	14	257	0.0142	0.305	low-to-high	0.0178
GO:GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	TLS_VISIUM_USZ::LC4	14	257	0.0097	0.48	nonmonotonic	0.0228
GO:GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	TLS_VISIUM_USZ::LC4	14	257	0.0111	0.419	low-to-high	0.0154
GO:GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	TLS_VISIUM_USZ::LC4	14	257	0.0106	0.44	nonmonotonic	0.0153
GO:GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	TLS_VISIUM_USZ::LC4	14	257	0.0152	0.274	flat	0.0175
GO:GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	TLS_VISIUM_USZ::LC4	14	257	0.0106	0.439	nonmonotonic	0.0118
GO:GOBP_AORTIC_VALVE_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0035	0.829	high-to-low	0.0043
