program	section	n_foci	n_tum_kept	r2	p	shape	amplitude
GO:GOBP_CELLULAR_RESPONSE_TO_LIPID	TLS_VISIUM_USZ::LC4	14	257	0.0211	0.145	nonmonotonic	0.0029
GO:GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	TLS_VISIUM_USZ::LC4	14	257	0.0275	0.0694	flat	0.0038
GO:GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	TLS_VISIUM_USZ::LC4	14	257	0.016	0.253	nonmonotonic	0.0022
GO:GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS	TLS_VISIUM_USZ::LC4	14	257	0.0036	0.822	low-to-high	0.0023
GO:GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	TLS_VISIUM_USZ::LC4	14	257	0.0049	0.742	high-to-low	0.0027
GO:GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	TLS_VISIUM_USZ::LC4	14	257	0.0201	0.162	high-to-low	0.0019
GO:GOBP_CELLULAR_RESPONSE_TO_STARVATION	TLS_VISIUM_USZ::LC4	14	257	0.0532	0.00309	nonmonotonic	0.0085
GO:GOBP_CELLULAR_RESPONSE_TO_STRESS	TLS_VISIUM_USZ::LC4	14	257	0.0431	0.0108	nonmonotonic	0.0023
GO:GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	TLS_VISIUM_USZ::LC4	14	257	0.021	0.145	nonmonotonic	0.0062
GO:GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	TLS_VISIUM_USZ::LC4	14	257	0.0035	0.83	flat	0.0017
GO:GOBP_CELL_ACTIVATION	TLS_VISIUM_USZ::LC4	14	257	0.0067	0.637	nonmonotonic	0.0014
GO:GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	TLS_VISIUM_USZ::LC4	14	257	0.0251	0.0924	nonmonotonic	0.0039
GO:GOBP_CELL_ADHESION	TLS_VISIUM_USZ::LC4	14	257	0.0163	0.245	nonmonotonic	0.0017
GO:GOBP_CELL_CELL_ADHESION	TLS_VISIUM_USZ::LC4	14	257	0.0035	0.828	flat	0.0009
GO:GOBP_CELL_CELL_JUNCTION_ASSEMBLY	TLS_VISIUM_USZ::LC4	14	257	0.0435	0.0103	nonmonotonic	0.007
GO:GOBP_CELL_CELL_JUNCTION_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0373	0.022	high-to-low	0.0057
GO:GOBP_CELL_CELL_SIGNALING	TLS_VISIUM_USZ::LC4	14	257	0.042	0.0124	nonmonotonic	0.0014
GO:GOBP_CELL_CHEMOTAXIS	TLS_VISIUM_USZ::LC4	14	257	0.0615	0.00108	nonmonotonic	0.0047
GO:GOBP_CELL_CYCLE	TLS_VISIUM_USZ::LC4	14	257	0.0323	0.0398	nonmonotonic	0.0025
GO:GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	TLS_VISIUM_USZ::LC4	14	257	0.008	0.563	nonmonotonic	0.0041
GO:GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION	TLS_VISIUM_USZ::LC4	14	257	0.0067	0.635	nonmonotonic	0.003
GO:GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	TLS_VISIUM_USZ::LC4	14	257	0.0147	0.29	high-to-low	0.0044
GO:GOBP_CELL_CYCLE_PHASE_TRANSITION	TLS_VISIUM_USZ::LC4	14	257	0.0245	0.0981	nonmonotonic	0.0033
GO:GOBP_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0343	0.0314	nonmonotonic	0.0035
GO:GOBP_CELL_DIVISION	TLS_VISIUM_USZ::LC4	14	257	0.0104	0.448	nonmonotonic	0.0021
GO:GOBP_CELL_FATE_COMMITMENT	TLS_VISIUM_USZ::LC4	14	257	0.0287	0.0604	low-to-high	0.004
GO:GOBP_CELL_GROWTH	TLS_VISIUM_USZ::LC4	14	257	0.0233	0.113	nonmonotonic	0.0033
GO:GOBP_CELL_JUNCTION_ASSEMBLY	TLS_VISIUM_USZ::LC4	14	257	0.0377	0.021	nonmonotonic	0.0036
GO:GOBP_CELL_JUNCTION_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0082	0.553	low-to-high	0.0015
GO:GOBP_CELL_KILLING	TLS_VISIUM_USZ::LC4	14	257	0.0066	0.642	high-to-low	0.0024
GO:GOBP_CELL_MATRIX_ADHESION	TLS_VISIUM_USZ::LC4	14	257	0.0056	0.701	flat	0.0021
GO:GOBP_CELL_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0346	0.0303	flat	0.0022
GO:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	TLS_VISIUM_USZ::LC4	14	257	0.0134	0.333	flat	0.0014
GO:GOBP_CELL_MOTILITY	TLS_VISIUM_USZ::LC4	14	257	0.0195	0.172	nonmonotonic	0.0015
GO:GOBP_CELL_PROJECTION_ASSEMBLY	TLS_VISIUM_USZ::LC4	14	257	0.0075	0.591	nonmonotonic	0.0021
GO:GOBP_CELL_PROJECTION_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0073	0.604	flat	0.0014
GO:GOBP_CELL_PROJECTION_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0123	0.369	nonmonotonic	0.0011
GO:GOBP_CELL_SUBSTRATE_ADHESION	TLS_VISIUM_USZ::LC4	14	257	0.0071	0.614	flat	0.0018
GO:GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0106	0.439	nonmonotonic	0.0078
GO:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0074	0.597	flat	0.0021
GO:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0211	0.144	nonmonotonic	0.003
GO:GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	TLS_VISIUM_USZ::LC4	14	257	0.0032	0.847	nonmonotonic	0.002
GO:GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0283	0.0634	nonmonotonic	0.0028
GO:GOBP_CHEMICAL_HOMEOSTASIS	TLS_VISIUM_USZ::LC4	14	257	0.0459	0.00765	nonmonotonic	0.0027
GO:GOBP_CHONDROCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::LC4	14	257	0.0058	0.689	nonmonotonic	0.0036
GO:GOBP_CHROMATIN_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0109	0.427	flat	0.0018
GO:GOBP_CHROMATIN_REMODELING	TLS_VISIUM_USZ::LC4	14	257	0.0229	0.119	nonmonotonic	0.0028
GO:GOBP_CHROMOSOME_LOCALIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0138	0.316	nonmonotonic	0.0046
GO:GOBP_CHROMOSOME_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.029	0.0588	nonmonotonic	0.0047
GO:GOBP_CHROMOSOME_SEGREGATION	TLS_VISIUM_USZ::LC4	14	257	0.0112	0.413	nonmonotonic	0.0022
GO:GOBP_CHROMOSOME_SEPARATION	TLS_VISIUM_USZ::LC4	14	257	0.0025	0.887	low-to-high	0.0025
GO:GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0176	0.211	nonmonotonic	0.0023
GO:GOBP_CIRCULATORY_SYSTEM_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.005	0.738	nonmonotonic	0.0011
GO:GOBP_COLLAGEN_CATABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0322	0.0404	nonmonotonic	0.0073
GO:GOBP_COLLAGEN_FIBRIL_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0144	0.3	nonmonotonic	0.0054
GO:GOBP_COLLAGEN_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0135	0.327	nonmonotonic	0.0059
GO:GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.009	0.515	nonmonotonic	0.0089
GO:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0093	0.497	nonmonotonic	0.0025
GO:GOBP_CYTOKINESIS	TLS_VISIUM_USZ::LC4	14	257	0.0073	0.604	nonmonotonic	0.0021
GO:GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0123	0.372	flat	0.0013
GO:GOBP_CYTOKINE_PRODUCTION	TLS_VISIUM_USZ::LC4	14	257	0.0146	0.292	flat	0.0021
GO:GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	TLS_VISIUM_USZ::LC4	14	257	0.0154	0.269	nonmonotonic	0.0062
GO:GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.007	0.619	nonmonotonic	0.0029
GO:GOBP_CYTOPLASMIC_TRANSLATION	TLS_VISIUM_USZ::LC4	14	257	0.0172	0.221	nonmonotonic	0.0119
GO:GOBP_CYTOSKELETON_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.016	0.252	flat	0.0017
GO:GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	TLS_VISIUM_USZ::LC4	14	257	0.0469	0.00683	nonmonotonic	0.0038
GO:GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	TLS_VISIUM_USZ::LC4	14	257	0.0247	0.0964	nonmonotonic	0.0014
GO:GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	TLS_VISIUM_USZ::LC4	14	257	0.0065	0.646	nonmonotonic	0.0012
GO:GOBP_DEFENSE_RESPONSE_TO_VIRUS	TLS_VISIUM_USZ::LC4	14	257	0.012	0.381	flat	0.0027
GO:GOBP_DETOXIFICATION	TLS_VISIUM_USZ::LC4	14	257	0.0053	0.716	nonmonotonic	0.0026
GO:GOBP_DEVELOPMENTAL_GROWTH	TLS_VISIUM_USZ::LC4	14	257	0.0201	0.161	nonmonotonic	0.0021
GO:GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0294	0.0557	nonmonotonic	0.0033
GO:GOBP_DEVELOPMENTAL_MATURATION	TLS_VISIUM_USZ::LC4	14	257	0.0074	0.596	low-to-high	0.0021
GO:GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	TLS_VISIUM_USZ::LC4	14	257	0.0082	0.554	flat	0.001
GO:GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	TLS_VISIUM_USZ::LC4	14	257	0.034	0.0326	high-to-low	0.0044
GO:GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0161	0.25	flat	0.0045
GO:GOBP_DIGESTIVE_SYSTEM_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0091	0.508	nonmonotonic	0.0026
GO:GOBP_DNA_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0059	0.683	high-to-low	0.0032
GO:GOBP_DNA_DAMAGE_RESPONSE	TLS_VISIUM_USZ::LC4	14	257	0.0426	0.0115	nonmonotonic	0.0038
GO:GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	TLS_VISIUM_USZ::LC4	14	257	0.0003	0.994	nonmonotonic	0.0006
GO:GOBP_DNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0415	0.0131	nonmonotonic	0.0035
GO:GOBP_DNA_RECOMBINATION	TLS_VISIUM_USZ::LC4	14	257	0.0752	0.000186	nonmonotonic	0.007
GO:GOBP_DNA_REPAIR	TLS_VISIUM_USZ::LC4	14	257	0.0248	0.0951	high-to-low	0.004
GO:GOBP_DNA_REPLICATION	TLS_VISIUM_USZ::LC4	14	257	0.013	0.346	nonmonotonic	0.0039
GO:GOBP_DNA_STRAND_ELONGATION	TLS_VISIUM_USZ::LC4	14	257	0.0179	0.206	high-to-low	0.0137
GO:GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION	TLS_VISIUM_USZ::LC4	14	257	0.0318	0.0423	nonmonotonic	0.0198
GO:GOBP_DNA_TEMPLATED_DNA_REPLICATION	TLS_VISIUM_USZ::LC4	14	257	0.0136	0.324	high-to-low	0.0053
GO:GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	TLS_VISIUM_USZ::LC4	14	257	0.0071	0.612	nonmonotonic	0.0025
GO:GOBP_DOUBLE_STRAND_BREAK_REPAIR	TLS_VISIUM_USZ::LC4	14	257	0.058	0.0017	high-to-low	0.0076
GO:GOBP_EAR_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0169	0.229	nonmonotonic	0.0023
GO:GOBP_EAR_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0524	0.00342	flat	0.0046
GO:GOBP_ELECTRON_TRANSPORT_CHAIN	TLS_VISIUM_USZ::LC4	14	257	0.0105	0.444	high-to-low	0.0077
GO:GOBP_EMBRYONIC_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0065	0.65	low-to-high	0.0013
GO:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0296	0.0546	nonmonotonic	0.0039
GO:GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0526	0.00334	nonmonotonic	0.004
GO:GOBP_EMBRYO_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0154	0.268	high-to-low	0.0012
GO:GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	TLS_VISIUM_USZ::LC4	14	257	0.0112	0.413	nonmonotonic	0.0019
GO:GOBP_ENDOCYTOSIS	TLS_VISIUM_USZ::LC4	14	257	0.0102	0.456	nonmonotonic	0.0017
GO:GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0981	8.81e-06	nonmonotonic	0.0062
GO:GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	TLS_VISIUM_USZ::LC4	14	257	0.0073	0.604	nonmonotonic	0.0053
GO:GOBP_ENDOSOMAL_TRANSPORT	TLS_VISIUM_USZ::LC4	14	257	0.009	0.516	nonmonotonic	0.0029
GO:GOBP_ENDOTHELIAL_CELL_MIGRATION	TLS_VISIUM_USZ::LC4	14	257	0.0248	0.0955	flat	0.0042
GO:GOBP_ENDOTHELIAL_CELL_PROLIFERATION	TLS_VISIUM_USZ::LC4	14	257	0.0299	0.0526	flat	0.0062
GO:GOBP_ENDOTHELIUM_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0056	0.699	nonmonotonic	0.003
GO:GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	TLS_VISIUM_USZ::LC4	14	257	0.0032	0.845	flat	0.0014
GO:GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0125	0.363	nonmonotonic	0.0019
GO:GOBP_EPIDERMAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC4	14	257	0.0216	0.137	nonmonotonic	0.005
GO:GOBP_EPIDERMIS_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0584	0.00161	nonmonotonic	0.0052
GO:GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	TLS_VISIUM_USZ::LC4	14	257	0.0346	0.0303	nonmonotonic	0.005
GO:GOBP_EPITHELIAL_CELL_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0047	0.754	low-to-high	0.0022
GO:GOBP_EPITHELIAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC4	14	257	0.0174	0.217	high-to-low	0.0023
GO:GOBP_EPITHELIAL_CELL_PROLIFERATION	TLS_VISIUM_USZ::LC4	14	257	0.0049	0.743	nonmonotonic	0.0013
GO:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	TLS_VISIUM_USZ::LC4	14	257	0.0004	0.99	nonmonotonic	0.0008
GO:GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0135	0.328	nonmonotonic	0.0026
GO:GOBP_EPITHELIUM_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0254	0.0886	nonmonotonic	0.0025
GO:GOBP_ERK1_AND_ERK2_CASCADE	TLS_VISIUM_USZ::LC4	14	257	0.0421	0.0122	nonmonotonic	0.0052
GO:GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0248	0.0946	high-to-low	0.0042
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0423	0.012	nonmonotonic	0.0028
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	TLS_VISIUM_USZ::LC4	14	257	0.023	0.117	nonmonotonic	0.0072
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	TLS_VISIUM_USZ::LC4	14	257	0.0306	0.0488	nonmonotonic	0.0048
GO:GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0274	0.0708	high-to-low	0.0082
GO:GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	TLS_VISIUM_USZ::LC4	14	257	0.024	0.104	flat	0.0046
GO:GOBP_EXOCYTOSIS	TLS_VISIUM_USZ::LC4	14	257	0.0177	0.21	nonmonotonic	0.0029
GO:GOBP_EXPORT_FROM_CELL	TLS_VISIUM_USZ::LC4	14	257	0.0632	0.00087	nonmonotonic	0.0032
GO:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0041	0.794	nonmonotonic	0.0013
GO:GOBP_FACE_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0048	0.749	nonmonotonic	0.0047
GO:GOBP_FATTY_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0201	0.161	nonmonotonic	0.0025
GO:GOBP_FERTILIZATION	TLS_VISIUM_USZ::LC4	14	257	0.0324	0.0391	nonmonotonic	0.0047
GO:GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0238	0.107	high-to-low	0.0075
GO:GOBP_FOCAL_ADHESION_ASSEMBLY	TLS_VISIUM_USZ::LC4	14	257	0.0182	0.199	low-to-high	0.0082
GO:GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	TLS_VISIUM_USZ::LC4	14	257	0.0051	0.731	nonmonotonic	0.0023
GO:GOBP_GAMETE_GENERATION	TLS_VISIUM_USZ::LC4	14	257	0.0097	0.482	nonmonotonic	0.0016
GO:GOBP_GENERATION_OF_NEURONS	TLS_VISIUM_USZ::LC4	14	257	0.016	0.252	flat	0.001
GO:GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	TLS_VISIUM_USZ::LC4	14	257	0.0126	0.362	high-to-low	0.0033
GO:GOBP_GLAND_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0272	0.0723	nonmonotonic	0.0028
GO:GOBP_GLIAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC4	14	257	0.0105	0.446	nonmonotonic	0.0026
GO:GOBP_GLOMERULUS_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0409	0.0141	nonmonotonic	0.0066
GO:GOBP_GLUCOSE_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0132	0.34	nonmonotonic	0.0035
GO:GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0479	0.00601	nonmonotonic	0.0058
GO:GOBP_GLYCEROLIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0052	0.722	nonmonotonic	0.0013
GO:GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.03	0.0519	nonmonotonic	0.0046
GO:GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0272	0.0718	flat	0.0036
GO:GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0547	0.00259	nonmonotonic	0.0068
GO:GOBP_GLYCOSYLATION	TLS_VISIUM_USZ::LC4	14	257	0.019	0.181	nonmonotonic	0.0042
GO:GOBP_GOLGI_VESICLE_TRANSPORT	TLS_VISIUM_USZ::LC4	14	257	0.0151	0.276	flat	0.004
GO:GOBP_GRANULOCYTE_CHEMOTAXIS	TLS_VISIUM_USZ::LC4	14	257	0.0084	0.546	nonmonotonic	0.0021
GO:GOBP_GRANULOCYTE_MIGRATION	TLS_VISIUM_USZ::LC4	14	257	0.0162	0.246	flat	0.0025
GO:GOBP_GROWTH	TLS_VISIUM_USZ::LC4	14	257	0.0264	0.0788	high-to-low	0.0025
GO:GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0073	0.603	nonmonotonic	0.0006
GO:GOBP_HEAD_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0283	0.0634	high-to-low	0.0025
GO:GOBP_HEART_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0113	0.411	flat	0.0016
GO:GOBP_HEART_MORPHOGENESIS	TLS_VISIUM_USZ::LC4	14	257	0.0063	0.661	low-to-high	0.0022
GO:GOBP_HEART_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0035	0.831	nonmonotonic	0.0016
GO:GOBP_HEMOPOIESIS	TLS_VISIUM_USZ::LC4	14	257	0.0104	0.447	low-to-high	0.0014
GO:GOBP_HINDBRAIN_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0533	0.00307	nonmonotonic	0.0046
GO:GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	TLS_VISIUM_USZ::LC4	14	257	0.0124	0.365	nonmonotonic	0.0033
GO:GOBP_HOMEOSTATIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0046	0.76	nonmonotonic	0.0006
GO:GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	TLS_VISIUM_USZ::LC4	14	257	0.0013	0.956	nonmonotonic	0.0009
GO:GOBP_HORMONE_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0106	0.441	nonmonotonic	0.003
GO:GOBP_HORMONE_TRANSPORT	TLS_VISIUM_USZ::LC4	14	257	0.0438	0.01	nonmonotonic	0.0038
GO:GOBP_HUMORAL_IMMUNE_RESPONSE	TLS_VISIUM_USZ::LC4	14	257	0.0275	0.0695	nonmonotonic	0.0038
GO:GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	TLS_VISIUM_USZ::LC4	14	257	0.0008	0.976	low-to-high	0.0019
GO:GOBP_IMMUNE_EFFECTOR_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.022	0.13	nonmonotonic	0.0026
GO:GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0317	0.0425	nonmonotonic	0.003
GO:GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0309	0.047	nonmonotonic	0.0025
GO:GOBP_IMPORT_INTO_CELL	TLS_VISIUM_USZ::LC4	14	257	0.0352	0.0282	flat	0.002
GO:GOBP_IMPORT_INTO_NUCLEUS	TLS_VISIUM_USZ::LC4	14	257	0.0231	0.115	nonmonotonic	0.0059
GO:GOBP_INFLAMMATORY_RESPONSE	TLS_VISIUM_USZ::LC4	14	257	0.0051	0.733	nonmonotonic	0.0011
GO:GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::LC4	14	257	0.0271	0.0731	nonmonotonic	0.0035
GO:GOBP_INORGANIC_ION_HOMEOSTASIS	TLS_VISIUM_USZ::LC4	14	257	0.0071	0.613	nonmonotonic	0.0016
GO:GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	TLS_VISIUM_USZ::LC4	14	257	0.007	0.617	nonmonotonic	0.002
GO:GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0029	0.862	nonmonotonic	0.0031
GO:GOBP_INTERFERON_BETA_PRODUCTION	TLS_VISIUM_USZ::LC4	14	257	0.0304	0.0496	nonmonotonic	0.0099
GO:GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0175	0.215	nonmonotonic	0.0072
GO:GOBP_INTERLEUKIN_6_PRODUCTION	TLS_VISIUM_USZ::LC4	14	257	0.0151	0.277	nonmonotonic	0.0035
GO:GOBP_INTRACELLULAR_MONOATOMIC_ION_HOMEOSTASIS	TLS_VISIUM_USZ::LC4	14	257	0.0063	0.657	nonmonotonic	0.0017
GO:GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	TLS_VISIUM_USZ::LC4	14	257	0.0306	0.0486	nonmonotonic	0.0036
GO:GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0074	0.595	nonmonotonic	0.0017
GO:GOBP_INTRACELLULAR_TRANSPORT	TLS_VISIUM_USZ::LC4	14	257	0.024	0.104	flat	0.0023
GO:GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC4	14	257	0.0051	0.73	nonmonotonic	0.0022
GO:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	TLS_VISIUM_USZ::LC4	14	257	0.0084	0.542	nonmonotonic	0.0022
GO:GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	TLS_VISIUM_USZ::LC4	14	257	0.0101	0.464	nonmonotonic	0.0051
GO:GOBP_LEUKOCYTE_CELL_CELL_ADHESION	TLS_VISIUM_USZ::LC4	14	257	0.0008	0.976	flat	0.0007
GO:GOBP_LEUKOCYTE_CHEMOTAXIS	TLS_VISIUM_USZ::LC4	14	257	0.0118	0.391	nonmonotonic	0.0026
GO:GOBP_LEUKOCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::LC4	14	257	0.004	0.8	nonmonotonic	0.0013
GO:GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::LC4	14	257	0.0162	0.246	nonmonotonic	0.0026
