go_id	raw_size	covered_size	n_input	n_readout	representative
GOBP_REGULATION_OF_LIPID_STORAGE	51	25	13	12	GOBP_REGULATION_OF_LIPID_STORAGE
GOBP_REGULATION_OF_LIPID_TRANSPORT	157	80	40	40	GOBP_REGULATION_OF_LIPID_TRANSPORT
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	31	16	8	8	GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY
GOBP_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	14	6	3	3	GOBP_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS
GOBP_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	38	15	8	7	GOBP_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE
GOBP_REGULATION_OF_LIPOPROTEIN_TRANSPORT	5	3	2	1	GOBP_REGULATION_OF_LIPOPROTEIN_TRANSPORT
GOBP_REGULATION_OF_LOCOMOTION	1185	647	324	323	GOBP_REGULATION_OF_LOCOMOTION
GOBP_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	6	4	2	2	GOBP_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR
GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	26	13	7	6	GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	15	10	5	5	GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	45	27	14	13	GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION
GOBP_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	24	11	6	5	GOBP_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE
GOBP_REGULATION_OF_LUTEINIZING_HORMONE_SECRETION	6	3	2	1	GOBP_REGULATION_OF_LUTEINIZING_HORMONE_SECRETION
GOBP_REGULATION_OF_LYMPHANGIOGENESIS	7	5	3	2	GOBP_REGULATION_OF_LYMPHANGIOGENESIS
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	530	292	146	146	GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	64	35	18	17	GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS
GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	25	15	8	7	GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	228	121	61	60	GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	202	116	58	58	GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION	72	47	24	23	GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION
GOBP_REGULATION_OF_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	12	3	2	1	GOBP_REGULATION_OF_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH	32	9	5	4	GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH
GOBP_REGULATION_OF_LYSOSOME_ORGANIZATION	13	6	3	3	GOBP_REGULATION_OF_LYSOSOME_ORGANIZATION
GOBP_REGULATION_OF_LYSOSOME_SIZE	9	4	2	2	GOBP_REGULATION_OF_LYSOSOME_SIZE
GOBP_REGULATION_OF_MACROAUTOPHAGY	195	51	26	25	GOBP_REGULATION_OF_MACROAUTOPHAGY
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	62	35	18	17	GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION
GOBP_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	10	5	3	2	GOBP_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS
GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	30	25	13	12	GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS
GOBP_REGULATION_OF_MACROPHAGE_DIFFERENTIATION	27	13	7	6	GOBP_REGULATION_OF_MACROPHAGE_DIFFERENTIATION
GOBP_REGULATION_OF_MACROPHAGE_FUSION	5	4	2	2	GOBP_REGULATION_OF_MACROPHAGE_FUSION
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	48	32	16	16	GOBP_REGULATION_OF_MACROPHAGE_MIGRATION
GOBP_REGULATION_OF_MACROPHAGE_PROLIFERATION	7	5	3	2	GOBP_REGULATION_OF_MACROPHAGE_PROLIFERATION
GOBP_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	9	3	2	1	GOBP_MAINTENANCE_OF_SISTER_CHROMATID_COHESION
GOBP_REGULATION_OF_MALE_GONAD_DEVELOPMENT	9	6	3	3	GOBP_REGULATION_OF_MALE_GONAD_DEVELOPMENT
GOBP_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	16	7	4	3	GOBP_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION
GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY	70	33	17	16	GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION	19	10	5	5	GOBP_REGULATION_OF_MAST_CELL_ACTIVATION
GOBP_REGULATION_OF_MAST_CELL_CHEMOTAXIS	8	4	2	2	GOBP_REGULATION_OF_MAST_CELL_CHEMOTAXIS
GOBP_REGULATION_OF_MAST_CELL_DEGRANULATION	29	11	6	5	GOBP_REGULATION_OF_MAST_CELL_DEGRANULATION
GOBP_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	13	4	2	2	GOBP_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION
GOBP_REGULATION_OF_MDA_5_SIGNALING_PATHWAY	7	3	2	1	GOBP_REGULATION_OF_MDA_5_SIGNALING_PATHWAY
GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	38	11	6	5	GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_MEIOSIS_I	6	5	3	2	GOBP_REGULATION_OF_MEIOSIS_I
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE	70	39	20	19	GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION	14	10	5	5	GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION
GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	35	22	11	11	GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION
GOBP_REGULATION_OF_MELANOCYTE_DIFFERENTIATION	6	5	3	2	GOBP_REGULATION_OF_MELANOCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION	53	28	14	14	GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	8	6	3	3	GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	6	4	2	2	GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GOBP_REGULATION_OF_MEMBRANE_HYPERPOLARIZATION	5	3	2	1	GOBP_REGULATION_OF_MEMBRANE_HYPERPOLARIZATION
GOBP_REGULATION_OF_MEMBRANE_INVAGINATION	15	11	6	5	GOBP_REGULATION_OF_MEMBRANE_INVAGINATION
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	66	31	16	15	GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION
GOBP_REGULATION_OF_MEMBRANE_LIPID_METABOLIC_PROCESS	22	9	5	4	GOBP_REGULATION_OF_MEMBRANE_LIPID_METABOLIC_PROCESS
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	75	26	13	13	GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL	474	277	139	138	GOBP_REGULATION_OF_MEMBRANE_POTENTIAL
GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	28	15	8	7	GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION	41	21	11	10	GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	12	5	3	2	GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	9	3	2	1	GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GOBP_REGULATION_OF_MEMBRANE_TUBULATION	5	4	2	2	GOBP_REGULATION_OF_MEMBRANE_TUBULATION
GOBP_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	35	22	11	11	GOBP_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION
GOBP_REGULATION_OF_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	11	6	3	3	GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_MESENCHYMAL_STEM_CELL_PROLIFERATION	10	5	3	2	GOBP_MESENCHYMAL_STEM_CELL_PROLIFERATION
GOBP_REGULATION_OF_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	7	5	3	2	GOBP_REGULATION_OF_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS
GOBP_REGULATION_OF_MESODERMAL_CELL_DIFFERENTIATION	10	6	3	3	GOBP_REGULATION_OF_MESODERMAL_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_MESODERMAL_CELL_FATE_SPECIFICATION	6	4	2	2	GOBP_REGULATION_OF_MESODERMAL_CELL_FATE_SPECIFICATION
GOBP_REGULATION_OF_MESODERM_DEVELOPMENT	7	4	2	2	GOBP_REGULATION_OF_MESODERM_DEVELOPMENT
GOBP_REGULATION_OF_MESONEPHROS_DEVELOPMENT	5	5	3	2	GOBP_REGULATION_OF_MESONEPHROS_DEVELOPMENT
GOBP_REGULATION_OF_METANEPHROS_DEVELOPMENT	6	4	2	2	GOBP_REGULATION_OF_METANEPHROS_DEVELOPMENT
GOBP_REGULATION_OF_METAPHASE_PLATE_CONGRESSION	15	6	3	3	GOBP_REGULATION_OF_METAPHASE_PLATE_CONGRESSION
GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	20	14	7	7	GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION
GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	61	31	16	15	GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	278	127	64	63	GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION	171	76	38	38	GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION
GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	38	20	10	10	GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION
GOBP_REGULATION_OF_MICROTUBULE_NUCLEATION	19	9	5	4	GOBP_REGULATION_OF_MICROTUBULE_NUCLEATION
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	67	27	14	13	GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	104	49	25	24	GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION
GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY	6	6	3	3	GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY
GOBP_REGULATION_OF_MICROVILLUS_LENGTH	7	6	3	3	GOBP_REGULATION_OF_MICROVILLUS_LENGTH
GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION	13	12	6	6	GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION
GOBP_REGULATION_OF_MIRNA_CATABOLIC_PROCESS	11	3	2	1	GOBP_REGULATION_OF_MIRNA_CATABOLIC_PROCESS
GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS	92	43	22	21	GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS
GOBP_REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	7	5	3	2	GOBP_REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT
GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	22	12	6	6	GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION
GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION	31	11	6	5	GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION
GOBP_REGULATION_OF_MITOCHONDRIAL_FUSION	15	4	2	2	GOBP_REGULATION_OF_MITOCHONDRIAL_FUSION
GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION	35	9	5	4	GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	59	15	8	7	GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	49	11	6	5	GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	78	35	18	17	GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	25	6	3	3	GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS	5	3	2	1	GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS
GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	26	8	4	4	GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSLATION
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION	118	47	24	23	GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE	528	237	119	118	GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	358	162	81	81	GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION
GOBP_REGULATION_OF_MITOTIC_CENTROSOME_SEPARATION	9	4	2	2	GOBP_REGULATION_OF_MITOTIC_CENTROSOME_SEPARATION
GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS	16	7	4	3	GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	120	73	37	36	GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION
GOBP_REGULATION_OF_MITOTIC_RECOMBINATION	7	5	3	2	GOBP_REGULATION_OF_MITOTIC_RECOMBINATION
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	57	32	16	16	GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	25	8	4	4	GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY
GOBP_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	7	3	2	1	GOBP_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON
GOBP_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	15	7	4	3	GOBP_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE
GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE	20	9	5	4	GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE
GOBP_REGULATION_OF_MOLECULAR_FUNCTION	1023	463	232	231	GOBP_REGULATION_OF_MOLECULAR_FUNCTION
GOBP_REGULATION_OF_MONOATOMIC_ANION_TRANSPORT	15	10	5	5	GOBP_REGULATION_OF_MONOATOMIC_ANION_TRANSPORT
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	321	174	87	87	GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	452	256	128	128	GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT
GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS	32	23	12	11	GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS
GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION	20	12	6	6	GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_MONOCYTE_EXTRAVASATION	7	4	2	2	GOBP_REGULATION_OF_MONOCYTE_EXTRAVASATION
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	150	104	52	52	GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	69	55	28	27	GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM
GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	55	42	21	21	GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE
GOBP_REGULATION_OF_MOTOR_NEURON_APOPTOTIC_PROCESS	15	5	3	2	GOBP_REGULATION_OF_MOTOR_NEURON_APOPTOTIC_PROCESS
GOBP_REGULATION_OF_MRNA_3_END_PROCESSING	10	3	2	1	GOBP_REGULATION_OF_MRNA_3_END_PROCESSING
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	293	86	43	43	GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS
GOBP_REGULATION_OF_MRNA_EXPORT_FROM_NUCLEUS	10	4	2	2	GOBP_REGULATION_OF_MRNA_EXPORT_FROM_NUCLEUS
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	407	125	63	62	GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS
GOBP_REGULATION_OF_MRNA_PROCESSING	134	43	22	21	GOBP_REGULATION_OF_MRNA_PROCESSING
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	112	35	18	17	GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	1513	808	404	404	GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	68	27	14	13	GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH
GOBP_REGULATION_OF_MUSCLE_ADAPTATION	99	39	20	19	GOBP_REGULATION_OF_MUSCLE_ADAPTATION
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	170	72	36	36	GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_MUSCLE_CONTRACTION	179	107	54	53	GOBP_REGULATION_OF_MUSCLE_CONTRACTION
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY	76	29	15	14	GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY
GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	45	22	11	11	GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	262	141	71	70	GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS
GOBP_REGULATION_OF_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	5	4	2	2	GOBP_REGULATION_OF_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
GOBP_REGULATION_OF_MYELINATION	48	29	15	14	GOBP_REGULATION_OF_MYELINATION
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	34	19	10	9	GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	228	114	57	57	GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	132	71	36	35	GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	58	27	14	13	GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION	77	42	21	21	GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION
GOBP_REGULATION_OF_MYOBLAST_FUSION	21	15	8	7	GOBP_REGULATION_OF_MYOBLAST_FUSION
GOBP_REGULATION_OF_MYOBLAST_PROLIFERATION	27	9	5	4	GOBP_REGULATION_OF_MYOBLAST_PROLIFERATION
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION	49	21	11	10	GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION
GOBP_REGULATION_OF_NADP_METABOLIC_PROCESS	8	7	4	3	GOBP_REGULATION_OF_NADP_METABOLIC_PROCESS
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	45	26	13	13	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS	8	5	3	2	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	15	9	5	4	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	10	7	4	3	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	59	34	17	17	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	14	7	4	3	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	458	251	126	125	GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	124	75	38	37	GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	96	58	29	29	GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION
GOBP_REGULATION_OF_NEUROBLAST_PROLIFERATION	47	27	14	13	GOBP_REGULATION_OF_NEUROBLAST_PROLIFERATION
GOBP_REGULATION_OF_NEUROFIBRILLARY_TANGLE_ASSEMBLY	7	3	2	1	GOBP_REGULATION_OF_NEUROFIBRILLARY_TANGLE_ASSEMBLY
GOBP_REGULATION_OF_NEUROGENESIS	374	205	103	102	GOBP_REGULATION_OF_NEUROGENESIS
GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	42	28	14	14	GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE
GOBP_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	12	4	2	2	GOBP_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT
GOBP_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	5	3	2	1	GOBP_REGULATION_OF_NEURONAL_ACTION_POTENTIAL
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	61	35	18	17	GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY
GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	264	129	65	64	GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	199	115	58	57	GOBP_REGULATION_OF_NEURON_DIFFERENTIATION
GOBP_REGULATION_OF_NEURON_MIGRATION	53	25	13	12	GOBP_REGULATION_OF_NEURON_MIGRATION
GOBP_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	15	5	3	2	GOBP_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	447	234	117	117	GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT
GOBP_REGULATION_OF_NEURON_PROJECTION_REGENERATION	33	17	9	8	GOBP_REGULATION_OF_NEURON_PROJECTION_REGENERATION
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	19	15	8	7	GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	19	10	5	5	GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE
GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION	90	49	25	24	GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION
